order_id,reconciliation_status,exception_type,exception_description,expected_settlement,actual_settlement,difference,warning,ai_required
ORD000913,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1979.01, but actual settlement is 1398.01. Difference is 581.00.",1979.01,1398.01,581.0,,True
ORD000914,RECONCILED,,,296.01,296.01,0.0,,False
ORD000915,RECONCILED,,,11636.52,11636.52,0.0,,False
ORD000916,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 5879.02, but actual settlement is 4978.02. Difference is 901.00.",5879.02,4978.02,901.0,,True
ORD000917,RECONCILED,,,5461.88,5461.88,0.0,,False
ORD000918,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000919,RECONCILED,,,2019.25,2019.25,0.0,,False
ORD000920,RECONCILED,,,11883.96,11883.96,0.0,,False
ORD000921,RECONCILED,,,5909.02,5909.02,0.0,,False
ORD000922,RECONCILED,,,784.62,784.62,0.0,,False
ORD000923,RECONCILED,,,2437.38,2437.38,0.0,,False
ORD000924,RECONCILED,,,4949.01,4949.01,0.0,,False
ORD000925,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 5909.02, but actual settlement is 5421.02. Difference is 488.00.",5909.02,5421.02,488.0,,True
ORD000926,RECONCILED,,,13705.29,13705.29,0.0,,False
ORD000927,RECONCILED,,,3526.38,3526.38,0.0,,False
ORD000928,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000929,RECONCILED,,,7424.01,7424.01,0.0,,False
ORD000930,RECONCILED,,,1969.02,1969.02,0.0,,False
ORD000931,RECONCILED,,,1959.17,1959.17,0.0,,False
ORD000932,RECONCILED,,,1476.52,1476.52,0.0,,False
ORD000933,RECONCILED,,,1418.01,1418.01,0.0,,False
ORD000934,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000935,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 2939.02, but actual settlement is 2400.02. Difference is 539.00.",2939.02,2400.02,539.0,,True
ORD000936,RECONCILED,,,5939.01,5939.01,0.0,,False
ORD000937,RECONCILED,,,491.52,491.52,0.0,,False
ORD000938,RECONCILED,,,4924.02,4924.02,0.0,,False
ORD000939,RECONCILED,,,2954.02,2954.02,0.0,Settlement occurred 5 days after payment.,False
ORD000940,RECONCILED,,,4707.45,4707.45,0.0,,False
ORD000941,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1979.01, but actual settlement is 1570.01. Difference is 409.00.",1979.01,1570.01,409.0,,True
ORD000942,RECONCILED,,,490.02,490.02,0.0,,False
ORD000943,RECONCILED,,,4909.02,4909.02,0.0,,False
ORD000944,RECONCILED,,,2474.01,2474.01,0.0,Settlement occurred 6 days after payment.,False
ORD000945,RECONCILED,,,491.52,491.52,0.0,,False
ORD000946,RECONCILED,,,9819.02,9819.02,0.0,Settlement occurred 6 days after payment.,False
ORD000947,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000948,RECONCILED,,,14566.99,14566.99,0.0,,False
ORD000949,RECONCILED,,,7386.52,7386.52,0.0,,False
ORD000950,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000951,RECONCILED,,,783.02,783.02,0.0,,False
ORD000952,RECONCILED,,,1451.38,1451.38,0.0,,False
ORD000953,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1969.02, but actual settlement is 1766.02. Difference is 203.00.",1969.02,1766.02,203.0,,True
ORD000954,RECONCILED,,,4909.02,4909.02,0.0,,False
ORD000955,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 1499.00, but payment amount is 1404.57.",,,,,True
ORD000956,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000957,RECONCILED,,,7386.52,7386.52,0.0,,False
ORD000958,RECONCILED,,,1469.02,1469.02,0.0,,False
ORD000959,EXCEPTION,PAYMENT_NOT_SUCCESSFUL,Payment was not successful.,,,,,False
ORD000960,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 981.02, but actual settlement is 745.02. Difference is 236.00.",981.02,745.02,236.0,,True
ORD000961,RECONCILED,,,490.02,490.02,0.0,Settlement occurred 5 days after payment.,False
ORD000962,RECONCILED,,,12419.35,12419.35,0.0,,False
ORD000963,RECONCILED,,,489.02,489.02,0.0,,False
ORD000964,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 11029.82, but actual settlement is 10639.82. Difference is 390.00.",11029.82,10639.82,390.0,,True
ORD000965,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000966,RECONCILED,,,1484.01,1484.01,0.0,,False
ORD000967,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000968,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000969,RECONCILED,,,9799.02,9799.02,0.0,Settlement occurred 6 days after payment.,False
ORD000970,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000971,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1969.02, but actual settlement is 1860.02. Difference is 109.00.",1969.02,1860.02,109.0,,True
ORD000972,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 3999.00, but payment amount is 3660.89.",,,,,True
ORD000973,RECONCILED,,,9388.17,9388.17,0.0,,False
ORD000974,RECONCILED,,,1959.02,1959.02,0.0,,False
ORD000975,RECONCILED,,,11264.12,11264.12,0.0,,False
ORD000976,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 1959.02, but actual settlement is 1616.02. Difference is 343.00.",1959.02,1616.02,343.0,,True
ORD000977,RECONCILED,,,6900.3,6900.3,0.0,,False
ORD000978,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
ORD000979,RECONCILED,,,1484.01,1484.01,0.0,Settlement occurred 3 days after payment.,False
ORD000980,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 989.01, but actual settlement is 726.01. Difference is 263.00.",989.01,726.01,263.0,,True
ORD000981,EXCEPTION,SETTLEMENT_MISSING,"Successful payment exists, but no settlement record exists.",,,,,True
ORD000982,RECONCILED,,,8685.27,8685.27,0.0,,False
ORD000983,RECONCILED,,,9819.02,9819.02,0.0,,False
ORD000984,RECONCILED,,,3919.02,3919.02,0.0,,False
ORD000985,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 2499.00, but payment amount is 2100.25.",,,,,True
ORD000986,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000987,RECONCILED,,,2969.01,2969.01,0.0,,False
ORD000988,RECONCILED,,,9849.02,9849.02,0.0,,False
ORD000989,RECONCILED,,,10383.1,10383.1,0.0,,False
ORD000990,RECONCILED,,,1979.01,1979.01,0.0,,False
ORD000991,RECONCILED,,,10699.64,10699.64,0.0,,False
ORD000992,RECONCILED,,,14072.7,14072.7,0.0,,False
ORD000993,EXCEPTION,SETTLEMENT_AMOUNT_MISMATCH,"Expected settlement is 6265.59, but actual settlement is 5548.59. Difference is 717.00.",6265.59,5548.59,717.0,,True
ORD000994,RECONCILED,,,787.02,787.02,0.0,,False
ORD000995,EXCEPTION,PAYMENT_AMOUNT_MISMATCH,"Order amount is 3999.00, but payment amount is 3473.47.",,,,,True
ORD000996,RECONCILED,,,491.52,491.52,0.0,,False
ORD000997,RECONCILED,,,4899.02,4899.02,0.0,,False
ORD000998,RECONCILED,,,3820.96,3820.96,0.0,,False
ORD000999,RECONCILED,,,5891.02,5891.02,0.0,,False
ORD001000,EXCEPTION,DUPLICATE_PAYMENT,2 successful payments found for this order.,,,,,True
